// Monster Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,ExpPer,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper
// Note: Keep the Sprite_Name field as it is (in the game client). You may change Name,JName field tough

1242,MARIN,±ù²¨Àû,Marin,37,987,0,282,317,1,116,143,32,8,1,5,10,5,30,15,10,12,1,3,41,0x81,400,1872,672,480,0,0,0,0,0,0,0,0,910,3200,938,1500,700,100,720,40,510,75,529,350,5035,1,0,0,0,0,4196,1
1243,SASQUATCH,Ñ©ÐÜ,Sasquatch,72,3163,0,765,860,1,354,461,101,28,75,35,60,10,59,20,10,12,2,2,60,0x3695,300,1260,192,192,0,0,0,0,0,0,0,0,912,750,509,800,949,1000,5030,1,948,5000,727,30,757,90,0,0,0,0,4216,1
1244,JAKK_XMAS,Ê¥µ®ÄÏ¹ÏÏÈÉú,Christmas Jakk,38,3581,0,1113,688,1,315,382,5,30,1,38,38,43,75,45,10,12,1,0,43,0x81,200,1180,480,648,0,0,0,0,0,0,0,0,1062,5335,912,900,985,31,2331,5,644,20,7175,1200,7174,1200,0,0,0,0,4109,1
1245,GOBLINE_XMAS,Ê¥µ®¸ç²¼Áé,Christmas Goblin,25,1176,0,282,171,1,118,140,10,5,1,53,25,20,38,45,10,12,1,7,24,0x81,100,1120,620,240,0,0,0,0,0,0,0,0,7174,550,7175,550,756,43,644,10,1211,10,2104,5,2236,10,0,0,0,0,4060,1
1246,COOKIE_XMAS,Ìð±ýÈË,Christmas Cookie,37,733,0,282,317,1,114,142,48,36,1,16,30,20,25,5,10,12,0,7,46,0x91,400,1248,1248,240,0,0,0,0,0,0,0,0,538,1500,722,45,912,200,2502,25,644,5,688,100,507,1700,0,0,0,0,4235,1
1247,ANTONIO,Ð°¶ñÀÏ¹«¹«,Antonio,10,10,0,3,2,1,13,20,100,0,1,1,1,50,100,100,10,12,1,3,66,0xC1,100,720,720,432,0,0,0,0,0,0,0,0,7034,10000,644,200,538,1500,539,1000,529,5500,530,5500,2236,250,0,0,0,0,4243,1
1248,CRUISER,Íæ¾ßÊ¿±ø,Cruiser,41,919,0,288,324,7,102,124,20,18,1,10,23,15,34,10,10,12,1,0,60,0x2085,400,1296,1296,432,0,0,0,0,0,0,0,0,1098,900,2251,2,998,320,996,5,911,3500,13150,5,756,87,0,0,0,0,4297,1
1249,MYSTCASE,Ð°¶ñÀñºÐ,Myst Case,39,879,0,288,324,1,119,146,50,11,65,19,40,35,31,25,10,12,1,0,60,0x91,400,1248,1248,432,0,0,0,0,0,0,0,0,530,90,912,1500,603,20,539,800,722,150,731,5,529,340,0,0,0,0,4206,1
1250,CHEPET,Ä§ÁéÍÞÍÞ,Chepet,42,4950,0,1315,1854,1,137,168,55,25,1,35,35,21,32,23,10,12,1,7,23,0x3695,400,672,672,288,0,0,0,0,0,0,0,0,7035,2500,912,750,512,5500,619,40,10019,5,508,1300,2508,5,0,0,0,0,4284,1
1251,KNIGHT_OF_WINDSTORM,±ù±©ÆïÊ¿,Stormy Knight,92,630500,0,413800,302200,2,2359,3430,306,166,75,165,132,104,171,79,10,12,2,0,84,0x37B5,200,468,468,288,32175,10000,720,4500,2406,500,995,3000,1468,150,603,3000,617,4000,2621,200,2506,500,985,4559,5007,1,0,0,0,0,4318,1
1252,GARM,¿¨ÂØ,Garm,98,1275500,0,758880,613800,3,1709,2454,173,103,85,153,135,116,146,72,10,12,2,2,81,0x37B5,400,608,408,336,25025,10000,7036,1000,603,3000,995,3000,7036,5500,1131,150,1256,500,1815,500,0,0,985,3977,984,2900,0,0,0,0,4324,1
1253,GARGOYLE,òùòð¹­¼ýÊÖ,Gargoyle,100,8772,0,1900,1425,9,506,659,98,43,15,61,60,57,100,70,10,12,1,6,64,0x2185,200,1020,720,384,0,0,0,0,0,0,0,0,912,3880,1039,500,0,0,0,0,2619,1,1769,2000,757,238,0,0,0,0,4149,1
1254,RAGGLER,ÄÎ¼ªÄñ,Raggler,48,1148,0,369,414,1,135,164,56,10,18,42,38,15,54,27,10,12,0,2,24,0x3695,200,1000,900,384,0,0,0,0,0,0,0,0,7053,3000,916,5000,645,200,514,200,992,90,2225,7,756,32,0,0,0,0,4186,1
1255,NERAID,ÄÎÀû³æ,Nereid,98,9550,0,1575,1181,1,351,430,100,37,1,45,60,30,69,50,10,12,0,2,22,0x3695,200,776,576,288,0,0,0,0,0,0,0,0,1055,5100,7053,1000,510,230,1966,10,514,250,757,180,985,37,0,0,0,0,4167,1
1256,PEST,µ¥ÑÛ³æ,Pest,89,5747,0,1341,1509,1,405,526,55,33,1,77,48,15,88,25,10,12,0,2,47,0x3695,165,700,648,480,0,0,0,0,0,0,0,0,1055,5500,7054,200,702,10,605,100,716,250,0,0,756,115,0,0,0,0,4315,1
1257,INJUSTICE,Ð°¶ñÊ¹Õß,Injustice,95,7952,0,1574,1997,1,447,584,76,31,84,59,58,65,73,50,10,12,1,1,47,0x3695,400,770,720,336,0,0,0,0,0,0,0,0,999,300,7054,5335,7053,3500,2313,5,2316,2,660,2,1255,2,0,0,0,0,4268,1
1258,GOBLIN_ARCHER,¹­¼ý¸ç²¼Áé,Goblin Archer,55,1575,0,450,507,9,171,209,69,0,10,34,20,15,48,20,10,12,0,7,25,0x2085,200,1172,672,420,0,0,0,0,0,0,0,0,2297,3,998,250,911,1000,1765,3000,507,600,1705,25,514,300,0,0,0,0,4157,1
1259,GRYPHON,Ê¨ðÕÊÞ,Gryphon,105,60720,0,9410,5808,1,779,1066,113,72,68,133,66,70,137,54,10,12,2,2,84,0x37B5,100,704,504,432,0,0,0,0,0,0,0,0,7048,2500,7054,5335,7063,120,1452,1500,1417,1,984,185,996,150,0,0,0,0,4163,1
1260,DARK_FRAME,¾µÑý,Dark Frame,76,3520,0,992,1115,1,399,526,67,27,1,37,36,10,53,5,10,12,1,6,67,0x3795,200,920,720,200,0,0,0,0,0,0,0,0,7054,4656,734,1000,2505,30,0,0,0,0,1000,80,747,3,0,0,0,0,4170,1
1261,WILD_ROSE,¿ñ±©Ò°Ã¨,Wild Rose,70,2682,0,720,1110,1,226,282,75,15,65,87,31,35,63,80,10,12,0,2,24,0x83,100,964,864,288,0,0,0,0,0,0,0,0,7053,5335,748,50,5037,120,1767,3000,624,35,528,600,2244,2,0,0,0,0,4257,1
1262,MUTANT_DRAGON,°ëÁúÈË,Mutant Dragonoid,65,50706,0,3644,12830,4,1036,1484,130,20,75,35,30,68,98,35,10,12,2,9,43,0x37B5,250,1280,1080,240,0,0,0,0,0,0,0,0,7054,4850,1035,500,1036,500,930,500,1559,100,7296,1500,2527,50,0,0,0,0,4203,1
1263,WIND_GHOST,·çÄ§Î×Ê¦,Wind Ghost,80,4008,0,918,1334,2,274,340,64,51,1,27,25,55,85,20,10,12,1,6,64,0x3795,150,1056,1056,336,0,0,0,0,0,0,0,0,912,4559,932,6000,7005,500,693,100,1611,8,996,100,1615,1,0,0,0,0,4264,1
1264,MERMAN,ÈËÓãÊ¿±ø,Merman,60,2940,0,616,692,2,205,255,62,8,72,29,30,19,50,10,10,12,1,7,61,0x3695,220,916,816,336,0,0,0,0,0,0,0,0,1054,1300,523,300,568,400,720,40,995,35,1460,3,756,203,0,0,0,0,4199,1
1265,COOKIE,ÂÌ±ýÈË,Cookie,35,666,0,234,264,1,97,120,56,28,1,23,35,12,31,15,10,12,0,7,60,0x1089,200,1036,936,240,0,0,0,0,0,0,0,0,538,1000,530,150,979,1,11002,50,2402,30,12001,100,529,320,7938,100,0,0,4293,1
1266,ASTER,º£ÐÇ,Aster,50,1509,0,405,455,1,159,193,70,7,1,14,15,0,28,5,10,12,0,5,22,0x91,400,1264,864,216,0,0,0,0,0,0,0,0,938,500,7013,40,1052,1200,508,200,912,60,512,100,0,0,0,0,0,0,4247,1
1267,CARAT,¿¨À­ÌØÐ¡³ó,Carat,103,9222,0,1944,1458,1,683,922,111,67,1,64,60,40,67,50,10,12,1,6,44,0x3795,200,1078,768,384,0,0,0,0,0,0,0,0,7054,3200,536,1000,2409,5,5003,1,0,0,0,0,509,1450,0,0,0,0,4288,1
1268,BLOODY_KNIGHT,ÑªÐÈÆïÊ¿,Bloody Knight,116,68500,0,7348,6511,3,1001,1378,122,50,88,59,70,57,98,45,10,12,2,0,87,0x3695,250,828,528,192,0,0,0,0,0,0,0,0,7054,4850,2229,45,2317,5,2125,62,1170,1,1417,2,985,433,0,0,0,0,4320,1
1269,CLOCK,¹ÅÖÓÄ§,Clock,81,5556,0,1231,1158,1,471,632,91,43,1,24,35,41,81,15,10,12,1,0,42,0x91,200,1092,792,480,0,0,0,0,0,0,0,0,1095,5335,1019,800,509,1900,568,320,7026,30,7027,30,985,163,0,0,0,0,4299,1
1270,C_TOWER_MANAGER,ÖÓËþÊØ»¤Õß,Clock Tower Manager,90,6400,0,1305,1467,3,480,635,96,60,1,28,40,25,73,45,10,12,2,0,80,0x91,200,1072,672,384,0,0,0,0,0,0,0,0,1095,5335,7054,5335,999,500,520,850,2109,1,7026,2000,7027,2000,0,0,0,0,4229,1
1271,ALLIGATOR,öùÓãÈË,Alligator,57,2430,0,486,548,1,224,284,62,30,1,48,24,15,36,26,10,12,1,2,21,0x91,200,1100,900,480,0,0,0,0,0,0,0,0,912,1000,1099,600,7003,2000,608,50,0,0,0,0,756,129,0,0,0,0,4252,1
1272,DARK_LORD,ºÚ°µÖ®Íõ,Dark Lord,96,1190900,0,714240,558000,2,2635,3846,330,168,1,136,154,142,161,66,10,12,2,6,89,0x37B5,100,868,768,480,32890,10000,7005,6000,5093,500,617,2000,1615,800,5017,550,1237,300,2334,300,2507,100,985,5141,5162,10,2004,400,0,0,4168,1
1273,ORC_LADY,ÊÞÈËÅ®Õ½Ê¿,Orc Lady,45,1520,0,380,435,1,142,173,83,17,35,11,28,10,57,5,10,12,1,7,42,0x3695,200,1050,900,288,0,0,0,0,0,0,0,0,7053,4656,998,300,2602,1,2206,1,12127,10,7477,3,2338,1,15012,10,0,0,4255,1
1274,MEGALITH,Ð°¶ñÄ¦°¬,Megalith,65,2451,0,594,669,9,214,261,66,18,1,14,35,10,90,3,10,12,2,0,80,0x84,200,1332,1332,672,0,0,0,0,0,0,0,0,912,100,7049,1000,617,1,0,0,0,0,985,61,757,207,0,0,0,0,4200,1
1275,ALICE,°®ÀöË¿Å®ÆÍ,Alice,100,9230,0,1630,1222,1,498,656,93,73,64,53,45,70,80,80,10,12,1,7,60,0x91,200,502,2304,480,0,0,0,0,0,0,0,0,7047,2500,637,40,2407,3,739,30,5085,1,12128,10,12002,100,0,0,0,0,4253,1
1276,RAYDRIC_ARCHER,ÓÄÁé¹­¼ýÊÖ,Raydric Archer,82,4437,0,1049,1332,9,436,587,63,40,15,24,40,15,112,30,10,12,1,6,47,0x2185,200,1152,1152,480,0,0,0,0,0,0,0,0,7054,4656,0,0,2315,2,1701,150,1764,2000,1715,3,985,106,0,0,0,0,4187,1
1277,GREATEST_GENERAL,½«¾üÄ§±®,Greatest General,55,1575,0,486,548,3,285,371,114,30,1,30,20,25,25,20,10,12,1,0,43,0x84,200,1152,1152,384,0,0,0,0,0,0,0,0,7054,2000,1019,2000,1501,100,662,300,2272,1,508,250,686,100,0,0,0,0,4283,1
1278,STALACTIC_GOLEM,ÖÓÈé¾ÞÊ¯¹Ö,Stalactic Golem,68,2590,0,675,759,1,407,544,230,5,73,47,48,1,63,5,10,12,2,0,80,0x91,200,1264,864,288,0,0,0,0,0,0,0,0,7004,2000,7054,4850,1000,250,997,30,757,250,0,0,985,163,2147,20,0,0,4223,1
1279,TRI_JOINT,ÈýÒ¶³æ,Tri Joint,66,2530,0,347,297,1,289,400,22,5,1,33,24,10,55,20,10,12,0,4,22,0x3795,200,860,660,624,0,0,0,0,0,0,0,0,7053,100,943,380,606,200,993,160,1001,140,0,0,757,106,0,0,0,0,4308,1
1280,STEAM_GOBLIN,ÅçÉä¸ç²¼Áé,Goblin Steamrider,66,2241,0,680,765,1,342,454,85,5,58,61,32,15,82,25,10,12,1,7,44,0x91,200,1008,1008,528,0,0,0,0,0,0,0,0,911,2500,7053,3880,998,300,999,55,1003,320,13104,5,757,124,0,0,0,0,4156,1
1281,SAGEWORM,ÏÍÕß³æ,Sage Worm,70,2872,0,720,810,1,235,298,109,45,1,29,28,71,44,30,10,12,0,2,60,0x91,200,936,936,288,0,0,0,0,0,0,0,0,2716,5,1097,1000,1055,3000,691,100,505,40,689,100,5012,1,0,0,0,0,4219,1
1282,KOBOLD_ARCHER,È®Ñý¹­¼ýÊÖ,Kobold Archer,108,11053,0,2160,2620,9,675,910,84,5,10,39,48,30,103,25,10,12,0,7,23,0x2085,200,1008,1008,384,0,0,0,0,0,0,0,0,912,250,999,60,1034,4850,5118,50,1763,2000,1711,5,756,79,0,0,0,0,4292,1
1283,CHIMERA,¿­ÃÀÀ­,Chimera,70,26406,0,5168,4698,1,855,1247,159,10,1,38,110,88,83,85,10,12,2,2,63,0x37B5,200,772,672,360,0,0,0,0,0,0,0,0,7054,5335,1048,2500,568,1000,1306,1,7295,1500,1364,1,984,160,0,0,0,0,4300,1
//1284,HUGELING,Hugeling,Hugeling,1,5000,0,2,1,4,7,10,0,0,1,1,1,1,6,1,10,12,2,3,21,0x91,200,1872,672,480,0,0,0,0,0,0,0,0,512,100,512,100,512,100,512,100,512,100,512,100,512,100,512,100,0,0,0,0
1285,ARCHER_GUARDIAN,¹­¼ýÊÖ ¼à»¤ÈË,Archer Guardian,74,28634,0,1,1,12,1120,1600,35,60,95,80,80,90,165,55,14,16,2,7,80,0x1FA5,265,1200,1200,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,KNIGHT_GUARDIAN,Ê×Áì ¼à»¤ÈË,Knight Guardian,86,30214,0,1,1,2,1280,1560,55,30,110,40,140,65,125,65,14,16,2,7,80,0x1FA5,275,1200,1200,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,SOLDIER_GUARDIAN,Ê¿±ø ¼à»¤ÈË,Soldier Guardian,56,15670,0,1,1,1,873,1036,35,0,85,56,100,45,103,43,10,12,0,4,22,0x21A5,265,1288,288,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,EMPELIUM,¹«»áÊ¯,Emperium,90,1000,0,0,0,1,60,71,40,50,1,17,80,50,26,20,10,12,0,8,26,0x160,300,1288,288,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,MAYA_PUPLE,¿ñ±©ÒÏºó,Maya Purple,81,77670,0,11714,6516,2,1333,1912,139,40,95,52,80,95,73,119,10,12,2,4,82,0x37B5,100,1024,1000,480,0,0,0,0,0,0,0,0,7053,4413,757,250,756,300,969,100,984,150,10006,1,7481,2,0,0,0,0,4198,1
1290,SKELETON_GENERAL,Ð°º¡Õ½Ê¿³¤,Skeleton General,88,6720,0,1368,1553,1,592,808,100,35,90,34,52,31,84,25,10,12,1,1,29,0x3695,150,2276,576,432,0,0,0,0,0,0,0,0,7068,2550,756,160,508,800,1220,35,1219,80,13035,15,2274,1,0,0,0,0,4221,1
1291,WRAITH_DEAD,¿ñ±©¶ñÁé,Wraith Dead,86,10035,0,2518,1824,2,470,631,88,56,5,69,55,45,88,45,10,12,2,1,89,0x3695,175,1816,576,240,0,0,0,0,0,0,0,0,1059,4413,2206,10,2506,8,716,700,732,5,603,100,568,300,0,0,0,0,4189,1
1292,MINI_DEMON,¿ñ±©Ð¡¶ñÄ§,Mini Demon,117,19402,0,2700,2025,1,783,1051,80,25,5,69,55,56,79,40,10,12,0,6,27,0x3795,150,1000,600,384,0,0,0,0,0,0,0,0,1038,4413,1039,450,2255,3,757,160,912,2500,1009,10,1478,5,0,0,0,0,4204,1
1293,CREMY_FEAR,¿ñ±©¿ËÈðÃ×,Creamy Fear,77,3420,0,945,1067,2,359,468,76,37,5,36,33,49,66,30,10,12,0,4,24,0x3795,155,1136,720,840,0,0,0,0,0,0,0,0,924,4550,2333,10,518,550,602,200,1550,8,2726,5,522,50,0,0,0,0,4298,1
1294,KILLER_MANTIS,¿ñ±©ó«òë,Killer Mantis,91,7650,0,1485,1674,1,573,773,107,45,5,56,58,45,69,40,10,12,1,4,22,0x3795,175,1528,660,432,0,0,0,0,0,0,0,0,1031,4550,943,2500,721,10,509,15,514,25,1262,1,2108,1,0,0,0,0,4301,1
1295,OWL_BARON,ðÊèÉÄÐ¾ô,Owl Baron,120,21000,0,3042,2282,2,551,730,88,25,25,65,55,102,77,72,10,12,2,6,60,0x37B5,175,1345,824,440,0,0,0,0,0,0,0,0,7071,3500,7063,2500,1716,2,1472,1,1629,2,693,100,5045,5,0,0,0,0,4238,1
1296,KOBOLD_LEADER,È®ÑýÊ×Áì,Kobold Leader,112,13520,0,2643,2383,1,815,1915,90,62,5,34,68,56,83,47,10,12,1,7,44,0x3695,150,1028,528,360,0,0,0,0,0,0,0,0,999,450,1034,6305,912,1200,1511,6,1613,2,525,150,526,100,0,0,0,0,4291,1
1297,ANCIENT_MUMMY,¿ñ±©Ä¾ÄËÒÁ,Ancient Mummy,115,29157,0,2975,2630,1,801,1082,93,27,28,57,55,69,89,15,10,12,1,1,49,0x3695,175,1772,120,384,0,0,0,0,0,0,0,0,930,4413,934,1800,2624,1,2611,150,508,650,756,150,757,100,0,0,0,0,4248,1
1298,ZOMBIE_MASTER,¸¯Ê¬Ê×Áì,Zombie Master,92,8780,0,1710,1857,1,546,745,78,46,25,60,48,49,72,48,10,12,1,1,29,0x3695,175,2612,912,288,0,0,0,0,0,0,0,0,7071,4413,938,1500,958,1500,723,200,727,100,1260,1,2324,2,0,0,0,0,4274,1
1299,GOBLIN_LEADER,¸ç²¼ÁéÊ×Áì,Goblin Leader,55,21692,0,4450,5007,1,247,313,72,30,5,67,45,18,66,23,10,12,1,7,24,0x3695,120,1120,620,240,0,0,0,0,0,0,0,0,7054,1500,999,800,756,120,5090,50,2106,2,508,650,5113,10,0,0,0,0,4155,1
1300,CATERPILLAR,¿ñ±©ÂÌÃÞ³æ,Caterpillar,84,5555,0,1312,1487,1,358,466,100,42,35,37,51,50,45,45,10,12,0,4,22,0x3795,300,1672,672,480,0,0,0,0,0,0,0,0,949,3000,7054,5335,13034,20,1000,100,997,50,505,12,508,500,0,0,0,0,4289,1
1301,AM_MUT,¿ñ±©Ð¡ÍÁÈË,Am Mut,76,3530,0,945,1067,1,407,544,90,42,50,44,40,35,67,45,10,12,0,6,27,0x3795,200,1156,456,384,0,0,0,0,0,0,0,0,1021,4550,757,250,1517,3,969,5,2282,1,616,1,746,250,0,0,0,0,4245,1
1302,DARK_ILLUSION,ÃÔ»ÃÖ®Íõ,Dark Illusion,96,29255,0,4091,4099,2,710,977,145,60,5,36,55,100,102,88,10,12,2,6,89,0x37B5,145,1024,768,480,0,0,0,0,0,0,0,0,1615,3,5017,2,2508,3,7054,5335,522,120,509,1550,1162,2,0,0,0,0,4169,1
1303,GIANT_HONET,¿ñ±©·ä±ø,Giant Hornet,82,3960,0,1080,1215,1,372,482,80,43,35,45,47,32,62,34,10,12,0,4,24,0x3795,155,1292,792,340,0,0,0,0,0,0,0,0,526,550,518,1200,522,12,610,15,1608,3,722,20,1736,15,0,0,0,0,4271,1
1304,GIANT_SPIDER,¿ñ±©Ö©Öë,Giant Spider,85,4680,0,1242,1418,1,394,513,86,38,5,58,43,38,61,41,10,12,2,4,25,0x3795,165,1468,468,768,0,0,0,0,0,0,0,0,1025,4550,1042,1200,757,140,525,450,943,1200,1096,680,7053,800,0,0,0,0,4270,1
1305,ANCIENT_WORM,¿ñ±©òÚò¼,Ancient Worm,83,4140,0,1139,1283,1,392,511,90,41,5,56,56,55,70,42,10,12,2,4,25,0x3795,165,1792,792,336,0,0,0,0,0,0,0,0,1042,4413,912,2500,2406,9,2727,5,1096,680,938,3500,7054,2500,0,0,0,0,4249,1
1306,LEIB_OLMAI,¿ñ±©´ó½ÅÐÜ,Leib Olmai,87,6050,0,1314,1485,1,398,517,127,31,5,35,80,35,64,27,10,12,2,2,22,0x3695,175,1260,230,192,0,0,0,0,0,0,0,0,948,4550,2289,8,740,120,518,500,2717,5,969,5,7053,800,0,0,0,0,4188,1
1307,CAT_O_NINE_TAIL,¿ñ±©ÔÂÒ¹Ã¨,Cat o' Nine Tails,79,23600,0,4148,5792,1,524,711,100,50,55,75,40,50,79,48,10,12,1,6,63,0x37B5,155,1276,576,288,0,0,0,0,0,0,0,0,5008,1,638,150,10008,5,985,600,984,800,969,6,617,1,0,0,0,0,4290,1
1308,PANZER_GOBLIN,¿ñ±©¸ç²¼Áé,Panzer Goblin,52,1471,0,446,504,1,201,250,60,25,60,60,35,35,68,31,10,12,1,7,44,0x3695,200,960,1008,840,0,0,0,0,0,0,0,0,7053,4413,7054,3500,999,180,998,360,1003,580,13158,5,994,160,0,0,0,0,4310,1
1309,GAJOMART,¿ñ±©¹í»ð,Gajomart,81,3825,0,1317,1490,1,442,584,98,50,5,47,39,33,78,40,10,12,0,0,83,0x3695,300,1000,1152,828,0,0,0,0,0,0,0,0,953,6500,912,2300,508,870,2279,8,1752,10000,2131,20,994,180,0,0,0,0,4151,1
1310,MAJORUROS,¿ñ±©Ã×ÅµË¹,Majoruros,110,11801,0,2536,1903,1,745,1006,111,25,65,58,65,55,69,49,10,12,2,2,43,0x3695,250,1100,960,780,0,0,0,0,0,0,0,0,941,4413,1361,4,568,300,984,16,509,1850,2611,160,1000,250,0,0,0,0,4201,1
1311,GULLINBURSTI,¿ñ±©Ò°Öí,Gullinbursti,89,7080,0,1478,1677,1,473,622,108,43,55,54,82,35,63,15,10,12,2,2,42,0x3695,150,1960,960,384,0,0,0,0,0,0,0,0,1028,3500,514,290,702,6,2276,1,605,15,2627,1,912,160,0,0,0,0,4164,1
1312,TURTLE_GENERAL,ÎÚ¹ê½«¾ü,Turtle General,110,1442000,0,933120,748440,2,2176,3151,394,123,100,123,154,99,181,98,10,12,2,2,42,0x37B5,200,900,1000,500,9101,10000,967,5500,607,1500,617,2000,1529,8,1306,5,7480,200,1417,9,7070,5335,1141,80,658,1,0,0,0,0,4305,1
1313,MOBSTER,Á÷Ã¥,Mobster,58,2253,0,495,557,1,249,258,87,18,76,36,33,21,41,5,10,12,1,7,20,0x3695,250,1100,560,580,0,0,0,0,0,0,0,0,1239,3,726,4559,2621,1,716,600,912,2500,525,450,505,60,0,0,0,0,4317,1
1314,PERMETER,¹ûÊ÷¹ê,Permeter,90,6575,0,1305,1467,2,370,476,144,50,69,28,55,40,42,25,10,12,1,2,40,0x91,250,1100,483,528,0,0,0,0,0,0,0,0,967,4413,7070,45,1019,1240,507,2450,912,1240,522,25,605,1,0,0,0,0,4311,1
1315,ASSULTER,·çÁé¹ê,Assaulter,98,7798,0,1701,1275,2,510,666,83,49,85,86,30,20,82,15,10,12,1,7,44,0x3695,155,1000,900,432,0,0,0,0,0,0,0,0,967,4413,7069,1200,7072,840,508,1280,912,1240,13300,5,603,1,0,0,0,0,4246,1
1316,SOLIDER,ÑÒÊ¯¹ê,Solider,92,8768,0,1487,1671,2,382,495,206,58,69,44,60,15,47,20,10,12,1,2,42,0x91,250,1452,483,528,0,0,0,0,0,0,0,0,967,4413,7070,64,7067,850,508,2100,912,1240,518,850,1519,1,0,0,0,0,4220,1
1317,FUR_SEAL,º£±ª±¦±¦,Seal,47,1371,0,360,405,1,153,188,42,16,5,40,30,39,35,19,10,12,1,2,21,0x3885,200,1612,622,583,0,0,0,0,0,0,0,0,912,4365,510,250,2310,5,7053,1200,1452,1,525,200,746,120,0,0,0,0,4312,1
1318,HEATER,»ðÑæ¹ê,Heater,96,7480,0,1623,1217,2,567,765,186,50,69,49,50,30,80,35,10,12,1,2,43,0x3695,250,1452,483,528,0,0,0,0,0,0,0,0,967,4413,7070,750,697,100,912,1640,526,140,7054,600,7068,1250,0,0,0,0,4331,1
1319,FREEZER,Ë®Áé¹ê,Freezer,94,9990,0,1555,1749,2,472,627,127,38,69,47,50,45,55,25,10,12,1,2,41,0x3695,250,1452,483,528,0,0,0,0,0,0,0,0,967,4413,7070,850,7066,1250,912,1800,526,160,7053,600,689,100,0,0,0,0,4319,1
1320,OWL_DUKE,ðÊèÉÊ×Áì,Owl Duke,92,7381,0,1377,1953,1,530,722,80,45,15,51,45,88,88,50,10,12,2,6,60,0x37B5,195,1345,824,440,0,0,0,0,0,0,0,0,7071,4413,7063,1500,693,100,747,1,1451,3,1513,2,5045,1,0,0,0,0,4237,1
1321,DRAGON_TAIL,´ÌÎ²òßòÑ,Dragon Tail,61,4680,0,1264,1422,1,292,365,63,25,10,65,35,40,52,20,10,12,1,4,44,0x3795,175,862,534,312,0,0,0,0,0,0,0,0,7064,4413,1096,400,943,800,2207,8,2226,2,601,300,602,150,0,0,0,0,4178,1
1322,SPRING_RABBIT,µ¯»ÉÍÃ,Spring Rabbit,88,6684,0,1341,1509,1,386,501,108,42,45,66,35,30,48,5,10,12,1,2,42,0x83,160,1120,552,511,0,0,0,0,0,0,0,0,7054,3500,7053,2500,949,2500,511,4500,508,800,510,200,509,800,0,0,0,0,4227,1
1323,SEE_OTTER,º£Ì¡,Sea Otter,48,1820,0,428,480,1,146,179,31,18,5,26,33,26,41,28,10,12,1,2,61,0x3885,190,1132,583,532,0,0,0,0,0,0,0,0,722,150,965,5500,7065,4365,725,50,726,50,746,650,7053,1200,0,0,0,0,4326,1
1324,TREASURE_BOX1,±¦ÎïÏä×Ó,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,20,0x120,0,0,0,0,0,0,0,0,0,0,0,0,732,7760,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1325,TREASURE_BOX2,±¦ÎïÏä×Ó,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,20,0x120,0,0,0,0,0,0,0,0,0,0,0,0,7073,80,658,500,604,10000,984,4850,985,7275,1239,1500,5027,75,1165,8,0,0,0,0
1326,TREASURE_BOX3,±¦ÎïÏä×Ó,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,20,0x120,0,0,0,0,0,0,0,0,0,0,0,0,732,7760,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1327,TREASURE_BOX4,±¦ÎïÏä×Ó,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,20,0x120,0,0,0,0,0,0,0,0,0,0,0,0,7074,80,658,500,604,10000,984,4850,985,7275,2108,1000,1306,75,5022,2,0,0,0,0
1328,TREASURE_BOX5,±¦ÎïÏä×Ó,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,20,0x120,0,0,0,0,0,0,0,0,0,0,0,0,732,7760,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
